# MultiGeometry integrator with 121 geometries on (4, 66) radial range (2th_deg) and (-180, 180) azimuthal range (deg)
# 
# Mask applied: None
# Dark current applied: None
# Flat field applied: None
# Polarization factor: None
# Normalization factor: None
# --> LaB6_BM20_over3.dat
#       2th_deg             I 
  1.220348e+01    1.195881e+09
  1.220756e+01    1.196177e+09
  1.221164e+01    1.198536e+09
  1.221571e+01    1.200460e+09
  1.221979e+01    1.199562e+09
  1.222387e+01    1.200268e+09
  1.222794e+01    1.201503e+09
  1.223202e+01    1.201156e+09
  1.223609e+01    1.201475e+09
  1.224017e+01    1.197718e+09
  1.224425e+01    1.198281e+09
  1.224832e+01    1.194769e+09
  1.225240e+01    1.192017e+09
  1.225648e+01    1.191302e+09
  1.226055e+01    1.191185e+09
  1.226463e+01    1.191377e+09
  1.226870e+01    1.190001e+09
  1.227278e+01    1.187922e+09
  1.227686e+01    1.188973e+09
  1.228093e+01    1.186181e+09
  1.228501e+01    1.186442e+09
  1.228909e+01    1.187816e+09
  1.229316e+01    1.188578e+09
  1.229724e+01    1.187792e+09
  1.230131e+01    1.185530e+09
  1.230539e+01    1.186758e+09
  1.230947e+01    1.186535e+09
  1.231354e+01    1.187064e+09
  1.231762e+01    1.186298e+09
  1.232170e+01    1.188551e+09
  1.232577e+01    1.187970e+09
  1.232985e+01    1.187735e+09
  1.233393e+01    1.185555e+09
  1.233800e+01    1.186904e+09
  1.234208e+01    1.186157e+09
  1.234615e+01    1.183636e+09
  1.235023e+01    1.181315e+09
  1.235431e+01    1.181141e+09
  1.235838e+01    1.184205e+09
  1.236246e+01    1.182866e+09
  1.236654e+01    1.179499e+09
  1.237061e+01    1.175692e+09
  1.237469e+01    1.174645e+09
  1.237876e+01    1.176740e+09
  1.238284e+01    1.176311e+09
  1.238692e+01    1.175595e+09
  1.239099e+01    1.174325e+09
  1.239507e+01    1.177835e+09
  1.239915e+01    1.179617e+09
  1.240322e+01    1.180622e+09
  1.240730e+01    1.176485e+09
  1.241137e+01    1.174311e+09
  1.241545e+01    1.173900e+09
  1.241953e+01    1.174804e+09
  1.242360e+01    1.175074e+09
  1.242768e+01    1.173498e+09
  1.243176e+01    1.174056e+09
  1.243583e+01    1.177592e+09
  1.243991e+01    1.176869e+09
  1.244398e+01    1.174330e+09
  1.244806e+01    1.172355e+09
  1.245214e+01    1.173097e+09
  1.245621e+01    1.171070e+09
  1.246029e+01    1.169790e+09
  1.246437e+01    1.169178e+09
  1.246844e+01    1.170244e+09
  1.247252e+01    1.171430e+09
  1.247659e+01    1.173226e+09
  1.248067e+01    1.173160e+09
  1.248475e+01    1.168556e+09
  1.248882e+01    1.166375e+09
  1.249290e+01    1.164056e+09
  1.249698e+01    1.163618e+09
  1.250105e+01    1.159713e+09
  1.250513e+01    1.156143e+09
  1.250920e+01    1.153270e+09
  1.251328e+01    1.155258e+09
  1.251736e+01    1.154319e+09
  1.252143e+01    1.150420e+09
  1.252551e+01    1.146080e+09
  1.252959e+01    1.150836e+09
  1.253366e+01    1.156494e+09
  1.253774e+01    1.158967e+09
  1.254181e+01    1.156583e+09
  1.254589e+01    1.156235e+09
  1.254997e+01    1.155335e+09
  1.255404e+01    1.153529e+09
  1.255812e+01    1.153911e+09
  1.256220e+01    1.152639e+09
  1.256627e+01    1.151985e+09
  1.257035e+01    1.149071e+09
  1.257442e+01    1.151097e+09
  1.257850e+01    1.151418e+09
  1.258258e+01    1.153610e+09
  1.258665e+01    1.151957e+09
  1.259073e+01    1.152804e+09
  1.259481e+01    1.150043e+09
  1.259888e+01    1.151300e+09
  1.260296e+01    1.149966e+09
  1.260703e+01    1.148754e+09
  1.261111e+01    1.146612e+09
  1.261519e+01    1.148359e+09
  1.261926e+01    1.151267e+09
  1.262334e+01    1.153104e+09
  1.262742e+01    1.151330e+09
  1.263149e+01    1.149231e+09
  1.263557e+01    1.148705e+09
  1.263964e+01    1.148818e+09
  1.264372e+01    1.147601e+09
  1.264780e+01    1.144050e+09
  1.265187e+01    1.145394e+09
  1.265595e+01    1.145725e+09
  1.266003e+01    1.141028e+09
  1.266410e+01    1.135801e+09
  1.266818e+01    1.134257e+09
  1.267226e+01    1.136483e+09
  1.267633e+01    1.136703e+09
  1.268041e+01    1.136597e+09
  1.268448e+01    1.134206e+09
  1.268856e+01    1.131849e+09
  1.269264e+01    1.128643e+09
  1.269671e+01    1.127136e+09
  1.270079e+01    1.125923e+09
  1.270487e+01    1.127653e+09
  1.270894e+01    1.130653e+09
  1.271302e+01    1.133014e+09
  1.271709e+01    1.133325e+09
  1.272117e+01    1.132431e+09
  1.272525e+01    1.127685e+09
  1.272932e+01    1.126281e+09
  1.273340e+01    1.126590e+09
  1.273748e+01    1.129319e+09
  1.274155e+01    1.126210e+09
  1.274563e+01    1.124066e+09
  1.274970e+01    1.124309e+09
  1.275378e+01    1.125630e+09
  1.275786e+01    1.125431e+09
  1.276193e+01    1.125243e+09
  1.276601e+01    1.124990e+09
  1.277009e+01    1.124039e+09
  1.277416e+01    1.121896e+09
  1.277824e+01    1.122565e+09
  1.278231e+01    1.123409e+09
  1.278639e+01    1.122866e+09
  1.279047e+01    1.124105e+09
  1.279454e+01    1.123661e+09
  1.279862e+01    1.124305e+09
  1.280270e+01    1.120155e+09
  1.280677e+01    1.118766e+09
  1.281085e+01    1.118640e+09
  1.281492e+01    1.118271e+09
  1.281900e+01    1.116699e+09
  1.282308e+01    1.115259e+09
  1.282715e+01    1.114721e+09
  1.283123e+01    1.114432e+09
  1.283531e+01    1.111263e+09
  1.283938e+01    1.110614e+09
  1.284346e+01    1.110960e+09
  1.284753e+01    1.112059e+09
  1.285161e+01    1.115397e+09
  1.285569e+01    1.115877e+09
  1.285976e+01    1.118194e+09
  1.286384e+01    1.120123e+09
  1.286792e+01    1.118036e+09
  1.287199e+01    1.115393e+09
  1.287607e+01    1.109641e+09
  1.288014e+01    1.110786e+09
  1.288422e+01    1.108724e+09
  1.288830e+01    1.107919e+09
  1.289237e+01    1.107518e+09
  1.289645e+01    1.109683e+09
  1.290053e+01    1.109121e+09
  1.290460e+01    1.106644e+09
  1.290868e+01    1.106076e+09
  1.291275e+01    1.109240e+09
  1.291683e+01    1.113637e+09
  1.292091e+01    1.113686e+09
  1.292498e+01    1.115794e+09
  1.292906e+01    1.115586e+09
  1.293314e+01    1.114832e+09
  1.293721e+01    1.108171e+09
  1.294129e+01    1.103859e+09
  1.294536e+01    1.101637e+09
  1.294944e+01    1.103107e+09
  1.295352e+01    1.102109e+09
  1.295759e+01    1.101199e+09
  1.296167e+01    1.100851e+09
  1.296575e+01    1.103319e+09
  1.296982e+01    1.103126e+09
  1.297390e+01    1.099881e+09
  1.297798e+01    1.095248e+09
  1.298205e+01    1.093081e+09
  1.298613e+01    1.096959e+09
  1.299020e+01    1.097588e+09
  1.299428e+01    1.096430e+09
  1.299836e+01    1.094750e+09
  1.300243e+01    1.095358e+09
  1.300651e+01    1.097589e+09
  1.301059e+01    1.096694e+09
  1.301466e+01    1.095631e+09
  1.301874e+01    1.093503e+09
  1.302281e+01    1.090999e+09
  1.302689e+01    1.089086e+09
  1.303097e+01    1.087043e+09
  1.303504e+01    1.087413e+09
  1.303912e+01    1.087636e+09
  1.304320e+01    1.090886e+09
  1.304727e+01    1.087930e+09
  1.305135e+01    1.084642e+09
  1.305542e+01    1.081548e+09
  1.305950e+01    1.085321e+09
  1.306358e+01    1.088139e+09
  1.306765e+01    1.089208e+09
  1.307173e+01    1.089140e+09
  1.307581e+01    1.092015e+09
  1.307988e+01    1.094180e+09
  1.308396e+01    1.094459e+09
  1.308803e+01    1.092389e+09
  1.309211e+01    1.090600e+09
  1.309619e+01    1.087124e+09
  1.310026e+01    1.084822e+09
  1.310434e+01    1.081711e+09
  1.310842e+01    1.081257e+09
  1.311249e+01    1.083491e+09
  1.311657e+01    1.085305e+09
  1.312064e+01    1.086398e+09
  1.312472e+01    1.085347e+09
  1.312880e+01    1.082605e+09
  1.313287e+01    1.081374e+09
  1.313695e+01    1.080119e+09
  1.314103e+01    1.081990e+09
  1.314510e+01    1.079548e+09
  1.314918e+01    1.078445e+09
  1.315325e+01    1.075011e+09
  1.315733e+01    1.074271e+09
  1.316141e+01    1.072039e+09
  1.316548e+01    1.073642e+09
  1.316956e+01    1.073301e+09
  1.317364e+01    1.075336e+09
  1.317771e+01    1.071859e+09
  1.318179e+01    1.070833e+09
  1.318586e+01    1.070982e+09
  1.318994e+01    1.071158e+09
  1.319402e+01    1.071146e+09
  1.319809e+01    1.069016e+09
  1.320217e+01    1.069559e+09
  1.320625e+01    1.067891e+09
  1.321032e+01    1.064352e+09
  1.321440e+01    1.060803e+09
  1.321847e+01    1.057872e+09
  1.322255e+01    1.059758e+09
  1.322663e+01    1.061434e+09
  1.323070e+01    1.066841e+09
  1.323478e+01    1.066717e+09
  1.323886e+01    1.064129e+09
  1.324293e+01    1.061957e+09
  1.324701e+01    1.061586e+09
  1.325108e+01    1.063470e+09
  1.325516e+01    1.062898e+09
  1.325924e+01    1.063657e+09
  1.326331e+01    1.066956e+09
  1.326739e+01    1.067533e+09
  1.327147e+01    1.068243e+09
  1.327554e+01    1.066675e+09
  1.327962e+01    1.066143e+09
  1.328369e+01    1.065334e+09
  1.328777e+01    1.063402e+09
  1.329185e+01    1.061049e+09
  1.329592e+01    1.058191e+09
  1.330000e+01    1.059917e+09
  1.330408e+01    1.060121e+09
  1.330815e+01    1.060664e+09
  1.331223e+01    1.059319e+09
  1.331631e+01    1.061132e+09
  1.332038e+01    1.059082e+09
  1.332446e+01    1.057496e+09
  1.332853e+01    1.055114e+09
  1.333261e+01    1.056196e+09
  1.333669e+01    1.053833e+09
  1.334076e+01    1.053491e+09
  1.334484e+01    1.050240e+09
  1.334892e+01    1.052643e+09
  1.335299e+01    1.051825e+09
  1.335707e+01    1.056453e+09
  1.336114e+01    1.055684e+09
  1.336522e+01    1.056301e+09
  1.336930e+01    1.054293e+09
  1.337337e+01    1.054416e+09
  1.337745e+01    1.053802e+09
  1.338153e+01    1.053302e+09
  1.338560e+01    1.054408e+09
  1.338968e+01    1.057110e+09
  1.339375e+01    1.055888e+09
  1.339783e+01    1.052862e+09
  1.340191e+01    1.047768e+09
  1.340598e+01    1.045748e+09
  1.341006e+01    1.044916e+09
  1.341414e+01    1.046230e+09
  1.341821e+01    1.048750e+09
  1.342229e+01    1.049439e+09
  1.342636e+01    1.048616e+09
  1.343044e+01    1.046191e+09
  1.343452e+01    1.046149e+09
  1.343859e+01    1.048433e+09
  1.344267e+01    1.046458e+09
  1.344675e+01    1.045968e+09
  1.345082e+01    1.040841e+09
  1.345490e+01    1.041142e+09
  1.345897e+01    1.037793e+09
  1.346305e+01    1.038182e+09
  1.346713e+01    1.039527e+09
  1.347120e+01    1.040383e+09
  1.347528e+01    1.040301e+09
  1.347936e+01    1.036311e+09
  1.348343e+01    1.035823e+09
  1.348751e+01    1.034695e+09
  1.349158e+01    1.037425e+09
  1.349566e+01    1.037509e+09
  1.349974e+01    1.036530e+09
  1.350381e+01    1.032460e+09
  1.350789e+01    1.030074e+09
  1.351197e+01    1.029024e+09
  1.351604e+01    1.027042e+09
  1.352012e+01    1.023964e+09
  1.352419e+01    1.024117e+09
  1.352827e+01    1.023458e+09
  1.353235e+01    1.024098e+09
  1.353642e+01    1.024397e+09
  1.354050e+01    1.026746e+09
  1.354458e+01    1.028782e+09
  1.354865e+01    1.028066e+09
  1.355273e+01    1.026749e+09
  1.355680e+01    1.026173e+09
  1.356088e+01    1.026543e+09
  1.356496e+01    1.028810e+09
  1.356903e+01    1.029059e+09
  1.357311e+01    1.030320e+09
  1.357719e+01    1.033552e+09
  1.358126e+01    1.034152e+09
  1.358534e+01    1.035576e+09
  1.358941e+01    1.034490e+09
  1.359349e+01    1.034348e+09
  1.359757e+01    1.030827e+09
  1.360164e+01    1.028285e+09
  1.360572e+01    1.025998e+09
  1.360980e+01    1.025159e+09
  1.361387e+01    1.025850e+09
  1.361795e+01    1.027208e+09
  1.362202e+01    1.027611e+09
  1.362610e+01    1.025545e+09
  1.363018e+01    1.027404e+09
  1.363425e+01    1.025646e+09
  1.363833e+01    1.025143e+09
  1.364241e+01    1.023566e+09
  1.364648e+01    1.024284e+09
  1.365056e+01    1.021064e+09
  1.365464e+01    1.015836e+09
  1.365871e+01    1.011847e+09
  1.366279e+01    1.014498e+09
  1.366686e+01    1.015210e+09
  1.367094e+01    1.017090e+09
  1.367502e+01    1.016099e+09
  1.367909e+01    1.017541e+09
  1.368317e+01    1.018904e+09
  1.368725e+01    1.018764e+09
  1.369132e+01    1.016484e+09
  1.369540e+01    1.012179e+09
  1.369947e+01    1.011592e+09
  1.370355e+01    1.010604e+09
  1.370763e+01    1.010848e+09
  1.371170e+01    1.010648e+09
  1.371578e+01    1.014164e+09
  1.371986e+01    1.014532e+09
  1.372393e+01    1.012342e+09
  1.372801e+01    1.006543e+09
  1.373208e+01    1.002128e+09
  1.373616e+01    1.001018e+09
  1.374024e+01    1.002718e+09
  1.374431e+01    1.006341e+09
  1.374839e+01    1.004054e+09
  1.375247e+01    1.003783e+09
  1.375654e+01    1.005087e+09
  1.376062e+01    1.007694e+09
  1.376469e+01    1.006511e+09
  1.376877e+01    1.002254e+09
  1.377285e+01    1.002825e+09
  1.377692e+01    1.002769e+09
  1.378100e+01    1.001782e+09
  1.378508e+01    1.000069e+09
  1.378915e+01    9.990122e+08
  1.379323e+01    9.989814e+08
  1.379730e+01    9.986479e+08
  1.380138e+01    1.001098e+09
  1.380546e+01    1.004312e+09
  1.380953e+01    1.007332e+09
  1.381361e+01    1.007044e+09
  1.381769e+01    1.004049e+09
  1.382176e+01    9.972863e+08
  1.382584e+01    9.935092e+08
  1.382991e+01    9.942788e+08
  1.383399e+01    9.973075e+08
  1.383807e+01    9.989190e+08
  1.384214e+01    1.000477e+09
  1.384622e+01    1.001195e+09
  1.385030e+01    1.001686e+09
  1.385437e+01    1.002346e+09
  1.385845e+01    9.987109e+08
  1.386252e+01    9.966796e+08
  1.386660e+01    9.956998e+08
  1.387068e+01    1.000380e+09
  1.387475e+01    9.993998e+08
  1.387883e+01    9.951709e+08
  1.388291e+01    9.881393e+08
  1.388698e+01    9.876121e+08
  1.389106e+01    9.895127e+08
  1.389513e+01    9.919595e+08
  1.389921e+01    9.902590e+08
  1.390329e+01    9.895645e+08
  1.390736e+01    9.891667e+08
  1.391144e+01    9.895532e+08
  1.391552e+01    9.877568e+08
  1.391959e+01    9.850797e+08
  1.392367e+01    9.829838e+08
  1.392774e+01    9.831914e+08
  1.393182e+01    9.842595e+08
  1.393590e+01    9.861358e+08
  1.393997e+01    9.851196e+08
  1.394405e+01    9.839151e+08
  1.394813e+01    9.824536e+08
  1.395220e+01    9.792994e+08
  1.395628e+01    9.768748e+08
  1.396036e+01    9.765902e+08
  1.396443e+01    9.786971e+08
  1.396851e+01    9.766601e+08
  1.397258e+01    9.757052e+08
  1.397666e+01    9.744543e+08
  1.398074e+01    9.746764e+08
  1.398481e+01    9.739693e+08
  1.398889e+01    9.752014e+08
  1.399297e+01    9.776859e+08
  1.399704e+01    9.781060e+08
  1.400112e+01    9.752224e+08
  1.400519e+01    9.694647e+08
  1.400927e+01    9.654358e+08
  1.401335e+01    9.649640e+08
  1.401742e+01    9.630592e+08
  1.402150e+01    9.619858e+08
  1.402558e+01    9.605417e+08
  1.402965e+01    9.633688e+08
  1.403373e+01    9.629568e+08
  1.403780e+01    9.593351e+08
  1.404188e+01    9.577908e+08
  1.404596e+01    9.599494e+08
  1.405003e+01    9.651696e+08
  1.405411e+01    9.663082e+08
  1.405819e+01    9.650140e+08
  1.406226e+01    9.660494e+08
  1.406634e+01    9.669724e+08
  1.407041e+01    9.682998e+08
  1.407449e+01    9.657659e+08
  1.407857e+01    9.660772e+08
  1.408264e+01    9.661082e+08
  1.408672e+01    9.669726e+08
  1.409080e+01    9.667516e+08
  1.409487e+01    9.692534e+08
  1.409895e+01    9.720471e+08
  1.410302e+01    9.752000e+08
  1.410710e+01    9.710332e+08
  1.411118e+01    9.706418e+08
  1.411525e+01    9.716726e+08
  1.411933e+01    9.742608e+08
  1.412341e+01    9.731292e+08
  1.412748e+01    9.709581e+08
  1.413156e+01    9.698824e+08
  1.413563e+01    9.654211e+08
  1.413971e+01    9.649125e+08
  1.414379e+01    9.652736e+08
  1.414786e+01    9.674266e+08
  1.415194e+01    9.647886e+08
  1.415602e+01    9.633613e+08
  1.416009e+01    9.639968e+08
  1.416417e+01    9.647155e+08
  1.416824e+01    9.609585e+08
  1.417232e+01    9.555631e+08
  1.417640e+01    9.544037e+08
  1.418047e+01    9.577231e+08
  1.418455e+01    9.595070e+08
  1.418863e+01    9.564217e+08
  1.419270e+01    9.532128e+08
  1.419678e+01    9.515024e+08
  1.420085e+01    9.526148e+08
  1.420493e+01    9.534730e+08
  1.420901e+01    9.515665e+08
  1.421308e+01    9.519708e+08
  1.421716e+01    9.529207e+08
  1.422124e+01    9.571242e+08
  1.422531e+01    9.584686e+08
  1.422939e+01    9.588133e+08
  1.423346e+01    9.572271e+08
  1.423754e+01    9.521841e+08
  1.424162e+01    9.483737e+08
  1.424569e+01    9.458501e+08
  1.424977e+01    9.486236e+08
  1.425385e+01    9.522175e+08
  1.425792e+01    9.533134e+08
  1.426200e+01    9.520233e+08
  1.426607e+01    9.502530e+08
  1.427015e+01    9.516407e+08
  1.427423e+01    9.544045e+08
  1.427830e+01    9.539466e+08
  1.428238e+01    9.526489e+08
  1.428646e+01    9.511637e+08
  1.429053e+01    9.494918e+08
  1.429461e+01    9.486081e+08
  1.429869e+01    9.471328e+08
  1.430276e+01    9.478561e+08
  1.430684e+01    9.481640e+08
  1.431091e+01    9.473442e+08
  1.431499e+01    9.481113e+08
  1.431907e+01    9.484791e+08
  1.432314e+01    9.493921e+08
  1.432722e+01    9.459043e+08
  1.433130e+01    9.430816e+08
  1.433537e+01    9.408402e+08
  1.433945e+01    9.397803e+08
  1.434352e+01    9.400382e+08
  1.434760e+01    9.423199e+08
  1.435168e+01    9.444679e+08
  1.435575e+01    9.455808e+08
  1.435983e+01    9.439366e+08
  1.436391e+01    9.418334e+08
  1.436798e+01    9.388430e+08
  1.437206e+01    9.348513e+08
  1.437613e+01    9.373136e+08
  1.438021e+01    9.380385e+08
  1.438429e+01    9.381024e+08
  1.438836e+01    9.373756e+08
  1.439244e+01    9.382960e+08
  1.439652e+01    9.400820e+08
  1.440059e+01    9.377192e+08
  1.440467e+01    9.349435e+08
  1.440874e+01    9.303024e+08
  1.441282e+01    9.295041e+08
  1.441690e+01    9.293241e+08
  1.442097e+01    9.313326e+08
  1.442505e+01    9.306387e+08
  1.442913e+01    9.309794e+08
  1.443320e+01    9.279064e+08
  1.443728e+01    9.285953e+08
  1.444135e+01    9.270096e+08
  1.444543e+01    9.261233e+08
  1.444951e+01    9.247305e+08
  1.445358e+01    9.253718e+08
  1.445766e+01    9.267637e+08
  1.446174e+01    9.261839e+08
  1.446581e+01    9.227994e+08
  1.446989e+01    9.203110e+08
  1.447396e+01    9.215305e+08
  1.447804e+01    9.242892e+08
  1.448212e+01    9.257493e+08
  1.448619e+01    9.228632e+08
  1.449027e+01    9.206740e+08
  1.449435e+01    9.205730e+08
  1.449842e+01    9.206978e+08
  1.450250e+01    9.204614e+08
  1.450657e+01    9.151092e+08
  1.451065e+01    9.119597e+08
  1.451473e+01    9.099425e+08
  1.451880e+01    9.115871e+08
  1.452288e+01    9.121892e+08
  1.452696e+01    9.124982e+08
  1.453103e+01    9.147641e+08
  1.453511e+01    9.137866e+08
  1.453918e+01    9.147232e+08
  1.454326e+01    9.138464e+08
  1.454734e+01    9.148485e+08
  1.455141e+01    9.164808e+08
  1.455549e+01    9.208674e+08
  1.455957e+01    9.257481e+08
  1.456364e+01    9.234279e+08
  1.456772e+01    9.214184e+08
  1.457179e+01    9.167266e+08
  1.457587e+01    9.160796e+08
  1.457995e+01    9.144302e+08
  1.458402e+01    9.139628e+08
  1.458810e+01    9.125696e+08
  1.459218e+01    9.123010e+08
  1.459625e+01    9.141426e+08
  1.460033e+01    9.177381e+08
  1.460440e+01    9.167381e+08
  1.460848e+01    9.137929e+08
  1.461256e+01    9.124758e+08
  1.461663e+01    9.173140e+08
  1.462071e+01    9.227402e+08
  1.462479e+01    9.234985e+08
  1.462886e+01    9.210302e+08
  1.463294e+01    9.188447e+08
  1.463702e+01    9.177456e+08
  1.464109e+01    9.164717e+08
  1.464517e+01    9.109886e+08
  1.464924e+01    9.063660e+08
  1.465332e+01    9.055706e+08
  1.465740e+01    9.088616e+08
  1.466147e+01    9.092131e+08
  1.466555e+01    9.102758e+08
  1.466963e+01    9.075959e+08
  1.467370e+01    9.085965e+08
  1.467778e+01    9.035377e+08
  1.468185e+01    9.030192e+08
  1.468593e+01    9.029447e+08
  1.469001e+01    9.045065e+08
  1.469408e+01    9.065480e+08
  1.469816e+01    9.053451e+08
  1.470224e+01    9.042988e+08
  1.470631e+01    9.032317e+08
  1.471039e+01    9.043995e+08
  1.471446e+01    9.044775e+08
  1.471854e+01    9.016639e+08
  1.472262e+01    9.025312e+08
  1.472669e+01    9.072082e+08
  1.473077e+01    9.093299e+08
  1.473485e+01    9.035117e+08
  1.473892e+01    8.991424e+08
  1.474300e+01    8.979389e+08
  1.474707e+01    9.017538e+08
  1.475115e+01    9.021602e+08
  1.475523e+01    9.031093e+08
  1.475930e+01    9.042212e+08
  1.476338e+01    9.027231e+08
  1.476746e+01    9.034812e+08
  1.477153e+01    9.041557e+08
  1.477561e+01    9.037774e+08
  1.477968e+01    9.019330e+08
  1.478376e+01    9.006402e+08
  1.478784e+01    9.033384e+08
  1.479191e+01    9.037716e+08
  1.479599e+01    9.056891e+08
  1.480007e+01    9.056107e+08
  1.480414e+01    9.059583e+08
  1.480822e+01    9.031882e+08
  1.481229e+01    9.004187e+08
  1.481637e+01    8.997515e+08
  1.482045e+01    9.000400e+08
  1.482452e+01    8.993941e+08
  1.482860e+01    8.967952e+08
  1.483268e+01    8.955082e+08
  1.483675e+01    8.951358e+08
  1.484083e+01    8.952524e+08
  1.484490e+01    8.950019e+08
  1.484898e+01    8.932033e+08
  1.485306e+01    8.929867e+08
  1.485713e+01    8.932305e+08
  1.486121e+01    8.946885e+08
  1.486529e+01    8.935921e+08
  1.486936e+01    8.915660e+08
  1.487344e+01    8.913554e+08
  1.487751e+01    8.931273e+08
  1.488159e+01    8.934189e+08
  1.488567e+01    8.904691e+08
  1.488974e+01    8.903931e+08
  1.489382e+01    8.903934e+08
  1.489790e+01    8.891983e+08
  1.490197e+01    8.896338e+08
  1.490605e+01    8.882841e+08
  1.491012e+01    8.875589e+08
  1.491420e+01    8.871164e+08
  1.491828e+01    8.892106e+08
  1.492235e+01    8.909050e+08
  1.492643e+01    8.902517e+08
  1.493051e+01    8.894942e+08
  1.493458e+01    8.912873e+08
  1.493866e+01    8.909808e+08
  1.494274e+01    8.922307e+08
  1.494681e+01    8.932751e+08
  1.495089e+01    8.941436e+08
  1.495496e+01    8.915227e+08
  1.495904e+01    8.906591e+08
  1.496312e+01    8.908442e+08
  1.496719e+01    8.894415e+08
  1.497127e+01    8.880953e+08
  1.497535e+01    8.871598e+08
  1.497942e+01    8.901675e+08
  1.498350e+01    8.881151e+08
  1.498757e+01    8.855556e+08
  1.499165e+01    8.830520e+08
  1.499573e+01    8.837382e+08
  1.499980e+01    8.861644e+08
  1.500388e+01    8.867634e+08
  1.500796e+01    8.863885e+08
  1.501203e+01    8.842826e+08
  1.501611e+01    8.865556e+08
  1.502018e+01    8.896209e+08
  1.502426e+01    8.915902e+08
  1.502834e+01    8.931666e+08
  1.503241e+01    8.954555e+08
  1.503649e+01    8.976389e+08
  1.504057e+01    9.022096e+08
  1.504464e+01    9.105887e+08
  1.504872e+01    9.192765e+08
  1.505279e+01    9.258106e+08
  1.505687e+01    9.323436e+08
  1.506095e+01    9.447033e+08
  1.506502e+01    9.565646e+08
  1.506910e+01    9.629486e+08
  1.507318e+01    9.711903e+08
  1.507725e+01    9.886639e+08
  1.508133e+01    1.006868e+09
  1.508540e+01    1.028084e+09
  1.508948e+01    1.054247e+09
  1.509356e+01    1.084967e+09
  1.509763e+01    1.124473e+09
  1.510171e+01    1.176474e+09
  1.510579e+01    1.237196e+09
  1.510986e+01    1.325114e+09
  1.511394e+01    1.461716e+09
  1.511801e+01    1.652458e+09
  1.512209e+01    2.006911e+09
  1.512617e+01    2.898893e+09
  1.513024e+01    5.769926e+09
  1.513432e+01    1.523037e+10
  1.513840e+01    3.628948e+10
  1.514247e+01    6.369561e+10
  1.514655e+01    8.925793e+10
  1.515062e+01    1.004415e+11
  1.515470e+01    8.957524e+10
  1.515878e+01    6.327977e+10
  1.516285e+01    3.376020e+10
  1.516693e+01    1.573602e+10
  1.517101e+01    6.398169e+09
  1.517508e+01    2.901986e+09
  1.517916e+01    1.968077e+09
  1.518323e+01    1.607887e+09
  1.518731e+01    1.409801e+09
  1.519139e+01    1.297825e+09
  1.519546e+01    1.212725e+09
  1.519954e+01    1.140411e+09
  1.520362e+01    1.094493e+09
  1.520769e+01    1.059435e+09
  1.521177e+01    1.028383e+09
  1.521584e+01    1.006834e+09
  1.521992e+01    9.870107e+08
  1.522400e+01    9.720024e+08
  1.522807e+01    9.579692e+08
  1.523215e+01    9.461000e+08
  1.523623e+01    9.353545e+08
  1.524030e+01    9.309106e+08
  1.524438e+01    9.262671e+08
  1.524845e+01    9.202614e+08
  1.525253e+01    9.136511e+08
  1.525661e+01    9.085558e+08
  1.526068e+01    9.021519e+08
  1.526476e+01    8.965470e+08
  1.526884e+01    8.934600e+08
  1.527291e+01    8.895157e+08
  1.527699e+01    8.883423e+08
  1.528107e+01    8.843020e+08
  1.528514e+01    8.818870e+08
  1.528922e+01    8.768578e+08
  1.529329e+01    8.755886e+08
  1.529737e+01    8.771442e+08
  1.530145e+01    8.774424e+08
  1.530552e+01    8.757445e+08
  1.530960e+01    8.711801e+08
  1.531368e+01    8.666458e+08
  1.531775e+01    8.638492e+08
  1.532183e+01    8.605418e+08
  1.532590e+01    8.614127e+08
  1.532998e+01    8.599530e+08
  1.533406e+01    8.606451e+08
  1.533813e+01    8.597695e+08
  1.534221e+01    8.608137e+08
  1.534629e+01    8.572292e+08
  1.535036e+01    8.545200e+08
  1.535444e+01    8.508660e+08
  1.535851e+01    8.492064e+08
  1.536259e+01    8.495408e+08
  1.536667e+01    8.492323e+08
  1.537074e+01    8.494803e+08
  1.537482e+01    8.485455e+08
  1.537890e+01    8.491442e+08
  1.538297e+01    8.493845e+08
  1.538705e+01    8.477510e+08
  1.539112e+01    8.469751e+08
  1.539520e+01    8.458259e+08
  1.539928e+01    8.441778e+08
  1.540335e+01    8.427569e+08
  1.540743e+01    8.421734e+08
  1.541151e+01    8.453523e+08
  1.541558e+01    8.467016e+08
  1.541966e+01    8.449638e+08
  1.542373e+01    8.409516e+08
  1.542781e+01    8.363700e+08
  1.543189e+01    8.365288e+08
  1.543596e+01    8.377240e+08
  1.544004e+01    8.388563e+08
  1.544412e+01    8.375911e+08
  1.544819e+01    8.354952e+08
  1.545227e+01    8.352679e+08
  1.545634e+01    8.344540e+08
  1.546042e+01    8.326535e+08
  1.546450e+01    8.317579e+08
  1.546857e+01    8.308314e+08
  1.547265e+01    8.307572e+08
  1.547673e+01    8.327865e+08
  1.548080e+01    8.315504e+08
  1.548488e+01    8.330525e+08
  1.548895e+01    8.303628e+08
  1.549303e+01    8.279450e+08
  1.549711e+01    8.230336e+08
  1.550118e+01    8.198977e+08
  1.550526e+01    8.203623e+08
  1.550934e+01    8.226452e+08
  1.551341e+01    8.235978e+08
  1.551749e+01    8.230721e+08
  1.552156e+01    8.201646e+08
